container	lot_id	layer	component	harness	independent	tol_subcaliber	rel_diff	verdict
time_shift_revaluation	L07	per_unit	gamma	0.018286398177518898	0.01828639817751889642519991547619929922754	(b) rel<=1e-12	8.61187e-17	OK
time_shift_revaluation	L07	per_unit	rho	-35.7151535618443	-35.71515356184430059672368528838377923867	(b) rel<=1e-12	1.67079e-17	OK
time_shift_revaluation	L07	per_unit	theta	-6.877656469249552	-6.877656469249550313330519803082832070776	(b) rel<=1e-12	2.45239e-16	OK
time_shift_revaluation	L07	per_unit	value	13.847414334233306	13.84741433423330626610231290934526320666	(b) rel<=1e-12	1.92168e-17	OK
time_shift_revaluation	L07	per_unit	vega	25.701156890595055	25.70115689059505168802070312134312466775	(b) rel<=1e-12	1.28865e-16	OK
time_shift_revaluation	L07	per_lot	delta	-187.16005612139077	-187.1600561213907780052745547852989370838	(b) rel<=1e-12	4.27723e-17	OK
time_shift_revaluation	L07	per_lot	gamma	5.485919453255669	5.485919453255668927559974642859789768263	(b) rel<=1e-12	1.32047e-17	OK
time_shift_revaluation	L07	per_lot	rho	-10714.54606855329	-10714.54606855329017901710558651513377160	(b) rel<=1e-12	1.67079e-17	OK
time_shift_revaluation	L07	per_lot	theta	-2063.2969407748656	-2063.296940774865093999155940924849621233	(b) rel<=1e-12	2.45239e-16	OK
time_shift_revaluation	L07	per_lot	value	4154.2243002699915	4154.224300269991879830693872803578961998	(b) rel<=1e-12	9.14324e-17	OK
time_shift_revaluation	L07	per_lot	vega	7710.347067178516	7710.347067178515506406210936402937400326	(b) rel<=1e-12	6.40171e-17	OK
time_shift_revaluation	L08	per_unit	delta	0.2799918675208324	0.2799918675208322929793962630314731919989	(b) rel<=1e-12	3.82228e-16	OK
time_shift_revaluation	L08	per_unit	gamma	0.019288585502211936	0.01928858550221193354586372134261275873637	(b) rel<=1e-12	1.27233e-16	OK
time_shift_revaluation	L08	per_unit	rho	11.136588485551716	11.13658848555171246814661539953465214035	(b) rel<=1e-12	3.1714e-16	OK
time_shift_revaluation	L08	per_unit	theta	-2.9890824568569254	-2.989082456856924130175878662731562229284	(b) rel<=1e-12	4.24821e-16	OK
time_shift_revaluation	L08	per_unit	value	2.5492981725870365	2.549298172587037040875405768953524300715	(b) rel<=1e-12	2.12166e-16	OK
time_shift_revaluation	L08	per_unit	vega	16.41511471677968	16.41511471677967632242169436177832378763	(b) rel<=1e-12	2.24036e-16	OK
time_shift_revaluation	L08	per_lot	delta	-55.99837350416648	-55.99837350416645859587925260629463839979	(b) rel<=1e-12	3.82228e-16	OK
time_shift_revaluation	L08	per_lot	gamma	-3.857717100442387	-3.857717100442386709172744268522551747273	(b) rel<=1e-12	7.53884e-17	OK
time_shift_revaluation	L08	per_lot	rho	-2227.317697110343	-2227.317697110342493629323079906930428070	(b) rel<=1e-12	2.27346e-16	OK
time_shift_revaluation	L08	per_lot	theta	597.816491371385	597.8164913713848260351757325463124458568	(b) rel<=1e-12	2.91e-16	OK
time_shift_revaluation	L08	per_lot	value	-509.8596345174073	-509.8596345174074081750811537907048601429	(b) rel<=1e-12	2.12166e-16	OK
time_shift_revaluation	L08	per_lot	vega	-3283.022943355936	-3283.022943355935264484338872355664757525	(b) rel<=1e-12	2.24036e-16	OK
